Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,S_MC5,F_LW3,F_LW2,F_LW1,F_JC5,F_MC2,F_MC1,F_LW5,F_LW4,F_MC4,F_MC3,S_JC1,F_MC5,S_JC4,S_JC3,S_JC2,S_MC3,S_MC4,S_LW2,S_LW3,S_JC5,S_LW1,S_MC1,S_MC2,S_LW4,S_LW5,Pathwaymap,Total
ko05130,Pathogenic Escherichia coli infection,6,30,18,2,4,16838,25194,10252,16,12,6,21770,2720,14,66,8,14,2,10,6,8,10,13626,3100,6,2952,6,6,4076,7692,http://www.genome.jp/kegg-bin/show_pathway?ko05130+K05692+K07374+K05758+K11294+K07375+K05755+K05756+K05757+K04514+K02677+K05747,108470
ko05131,Shigellosis,16,24,14,2,54,15234,21594,10090,28,16,10,21018,2076,6,4,34,12,32,34,0,42,48,11546,2786,78,3242,4,10,3346,7234,http://www.genome.jp/kegg-bin/show_pathway?ko05131+K05692+K04371+K04467+K05740+K05758+K05755+K13085+K10165+K05756+K08339+K08727+K05757+K12836+K03362+K04514+K05759+K07209+K02580+K04441+K04392+K04440+K05747+K04734,98634
ko05132,Salmonella infection,4732,5098,2894,4798,3552,41534,52118,59980,2822,4202,4346,54750,22448,4108,3764,3914,2642,5466,4196,5166,4730,5906,39526,25450,5112,48392,3982,4940,29692,35934,http://www.genome.jp/kegg-bin/show_pathway?ko05132+K02406+K03385+K05916+K05692+K04371+K07897+K10413+K13771+K10415+K05758+K10414+K10416+K10407+K05755+K13085+K05756+K05757+K07898+K04514+K05759+K06071+K04437+K12266+K02580+K04441+K04392+K05399+K04440+K05747+K15353,496194
ko05133,Pertussis,2588,3350,2926,4066,3620,23366,29324,24828,3876,4564,2614,29644,15408,3824,2810,4826,4186,4968,5662,3626,7010,5308,24782,12104,5768,23150,4948,2832,17344,16190,http://www.genome.jp/kegg-bin/show_pathway?ko05133+K12340+K11003+K04001+K11004+K07347+K15125+K04371+K12973+K07690+K07679+K02183+K04733+K07326+K12688+K08727+K03175+K05765+K02580+K04441+K11029+K04440+K04730+K03989+K12681,299512
ko05134,Legionellosis,69842,56780,67578,84922,69612,111512,124376,144788,72838,75592,76546,143100,89104,75600,66042,73030,67964,72770,74816,74494,85258,78492,99354,79428,90602,101378,77538,74716,90818,95736,http://www.genome.jp/kegg-bin/show_pathway?ko05134+K04077+K03596+K00239+K02406+K13525+K03283+K03231+K15474+K07874+K14416+K07937+K03233+K07953+K08517+K09414+K07875+K02580+K15479+K15475+K02084+K04734+K08738,2564626
ko05140,Leishmaniasis,4,14,24,30,6,8254,13194,4630,42,22,34,13482,1006,8,18,44,28,16,14,6,32,20,7718,1098,6,1378,22,10,1754,3770,http://www.genome.jp/kegg-bin/show_pathway?ko05140+K04371+K04427+K01404+K04733+K13537+K03175+K02580+K04441+K04734+K04730,56684
ko05142,Chagas disease (American trypanosomiasis),420,204,478,562,528,20382,28918,11700,458,370,486,27064,2636,554,460,402,456,524,318,712,588,730,16098,3652,838,4222,534,680,4246,8858,http://www.genome.jp/kegg-bin/show_pathway?ko05142+K01354+K04371+K00922+K04354+K01283+K04467+K03982+K04733+K04382+K03456+K08057+K05858+K04456+K03175+K07209+K04430+K02580+K04441+K08041+K04440+K04734+K04730,138078
ko05143,African trypanosomiasis,824,216,370,604,866,4852,8700,3358,560,426,778,9198,782,758,348,426,482,648,508,826,624,844,7138,1206,1236,1210,576,758,1786,2654,http://www.genome.jp/kegg-bin/show_pathway?ko05143+K14475+K01354+K01392+K14479+K01404+K19663+K05858+K13537+K02677,53562
ko05144,Malaria,28,38,70,164,156,1948,3878,522,144,86,50,36,156,124,108,66,74,184,102,252,192,210,36,64,242,14,118,194,18,38,http://www.genome.jp/kegg-bin/show_pathway?ko05144+K13837+K04659+K04550+K16857,9312
ko05145,Toxoplasmosis,70,122,156,116,78,110482,158300,60628,124,94,96,145850,12042,98,80,214,102,148,82,126,122,100,68566,16432,160,20154,152,98,16838,38360,http://www.genome.jp/kegg-bin/show_pathway?ko05145+K03283+K13412+K04371+K04427+K04467+K06276+K04733+K04456+K12473+K21289+K03175+K09565+K07209+K06240+K16061+K02580+K04441+K14145+K04440+K04734+K08738+K05637+K04730,649990
ko05146,Amoebiasis,7372,5588,7920,8808,7750,39922,55422,31456,8834,8538,8156,53812,20474,7938,7914,6750,8066,7928,7774,8204,9942,8414,27744,14448,10202,13998,7914,7784,16950,21074,http://www.genome.jp/kegg-bin/show_pathway?ko05146+K13963+K01476+K04345+K06237+K00922+K07897+K07889+K13976+K08570+K06236+K19663+K19720+K05858+K07898+K07888+K07887+K02677+K06240+K13975+K02580+K05717+K10955+K13978+K08041+K05637+K13972,457096
ko05150,Staphylococcus aureus infection,1506,758,714,1638,2582,1490,1000,2866,738,1232,1620,3196,2024,1274,856,2552,720,1988,1746,1854,1622,2490,2902,3828,2014,3402,2452,2314,2672,2804,http://www.genome.jp/kegg-bin/show_pathway?ko05150+K03367+K14201+K11041+K03740+K14205+K14194+K03739+K14188+K14192+K14195+K03991+K01401+K01315+K06544+K03989,58854
ko05152,Tuberculosis,62116,52332,61446,77230,64516,87632,102136,99082,69724,69434,69296,105252,69656,67570,60578,66022,63878,65806,64026,66280,73548,69964,84050,65074,80996,70666,69078,66442,72622,80432,http://www.genome.jp/kegg-bin/show_pathway?ko05152+K04043+K02040+K04077+K08862+K06560+K04371+K02146+K07897+K02183+K02154+K04348+K07889+K00914+K04733+K02144+K03661+K10165+K04718+K04456+K02155+K06268+K08065+K08066+K07888+K01379+K07887+K03175+K13882+K01368+K14949+K04515+K08064+K02580+K04498+K04441+K02084+K05399+K04440+K05414+K08738+K04730+K10059,2176884
ko05160,Hepatitis C,210,260,376,260,700,32964,49038,18480,224,280,280,46776,3878,252,306,522,284,398,432,374,236,454,23752,6128,388,6952,502,476,6462,13728,http://www.genome.jp/kegg-bin/show_pathway?ko05160+K03237+K04371+K00922+K01165+K04354+K04467+K03083+K07827+K03099+K06276+K03250+K04382+K16195+K16196+K03456+K04456+K12473+K08860+K16194+K03173+K02833+K03175+K05410+K07209+K12646+K03174+K07211+K02580+K04706+K04441+K04440+K05414+K04734,215372
ko05161,Hepatitis B,196,242,298,162,506,26006,40612,15366,212,316,256,38700,3048,292,248,418,264,328,364,242,202,378,17142,4544,348,5740,468,494,4644,9760,http://www.genome.jp/kegg-bin/show_pathway?ko05161+K04802+K04371+K00922+K01110+K04467+K06627+K16197+K06626+K11594+K07827+K19663+K10610+K06620+K02206+K04368+K04456+K02833+K04416+K05410+K07209+K02677+K04430+K02089+K12646+K07211+K09389+K02091+K02580+K04498+K02084+K04440+K05414+K04734+K08738+K06255,171796
ko05162,Measles,250,318,454,308,706,37628,57056,21244,324,328,358,59774,4698,312,354,558,386,454,472,428,318,514,23044,6510,410,7590,574,526,7002,14584,http://www.genome.jp/kegg-bin/show_pathway?ko05162+K03237+K03283+K14753+K03097+K00922+K04427+K04467+K06626+K03083+K03115+K04733+K02206+K14754+K16195+K16196+K04456+K08860+K16194+K03175+K05410+K02089+K12646+K07211+K07899+K02091+K02580+K18052+K07900+K05414+K04734+K04730,247482
ko05164,Influenza A,356,386,480,324,786,43986,66752,24642,388,404,520,65522,5372,378,386,820,436,598,632,532,388,604,26412,7508,470,8312,704,554,8084,16370,http://www.genome.jp/kegg-bin/show_pathway?ko05164+K03237+K14284+K15045+K03283+K14297+K05692+K04371+K00922+K01165+K03083+K14404+K04733+K12812+K14754+K15044+K14290+K16195+K16196+K04368+K01315+K09523+K15043+K14298+K04456+K08860+K15047+K16194+K05410+K04431+K07209+K02677+K04430+K12646+K07211+K14396+K12653+K09507+K02580+K10652+K04498+K04441+K00787+K04440+K05414+K04734+K08738+K01349,283106
ko05166,HTLV-I infection,3100,2124,2778,2468,2436,44344,63372,24876,2750,2794,3260,57422,6176,2622,2714,1910,2630,2206,1966,1972,2132,2668,29860,7778,2326,8190,2072,2484,8650,16680,http://www.genome.jp/kegg-bin/show_pathway?ko05166+K04802+K05770+K03120+K04345+K02327+K00922+K03355+K04467+K04348+K03350+K03083+K07827+K15305+K03363+K04685+K06640+K06620+K07936+K14290+K06062+K03348+K06641+K02375+K02330+K02216+K02324+K08057+K09420+K04456+K15308+K06268+K03353+K11304+K02328+K08065+K03357+K07830+K02180+K04421+K09421+K02325+K02833+K07829+K04416+K03349+K08874+K11126+K03506+K05863+K07209+K04430+K03358+K02089+K09389+K02580+K08049+K04498+K15306+K06271+K04728+K08041+K00787+K02537+K06751+K04734,316760
ko05168,Herpes simplex infection,602,500,506,334,1066,39834,57946,24080,488,508,696,52078,5524,406,532,786,512,542,714,578,552,664,28212,7506,584,8556,738,820,8356,16958,http://www.genome.jp/kegg-bin/show_pathway?ko05168+K06269+K03237+K14284+K03120+K03094+K03097+K03006+K02633+K01165+K04427+K04467+K15409+K12896+K03115+K02206+K16195+K16196+K12881+K03347+K11838+K12893+K08860+K03130+K02087+K16194+K03131+K09849+K03173+K02207+K03127+K03175+K05410+K14840+K07209+K05654+K03133+K07293+K12646+K03174+K07211+K03875+K02580+K04498+K14966+K05653+K06531+K02308+K04440+K06751+K05414+K04734+K08738,261178
ko05169,Epstein-Barr virus infection,892,698,1164,678,1944,89630,132508,51946,750,988,1156,123976,12286,830,936,1624,824,1178,1288,1184,1044,1338,60940,15840,1160,18238,1628,1708,18390,36600,http://www.genome.jp/kegg-bin/show_pathway?ko05169+K03124+K03136+K03120+K06630+K03283+K04345+K03097+K03006+K03028+K00922+K03039+K04427+K04467+K06627+K03021+K03062+K16197+K10591+K06063+K03038+K03083+K03064+K15979+K05859+K03115+K03011+K03010+K07936+K02206+K03029+K03030+K03035+K14290+K14721+K16195+K16196+K03032+K03065+K03008+K03033+K03036+K03027+K03018+K03061+K04456+K03066+K03007+K10881+K03013+K03014+K06067+K03063+K11838+K03025+K08860+K03026+K01510+K03016+K03037+K06691+K02087+K16194+K03031+K09849+K03015+K03173+K03017+K06468+K03175+K05410+K03022+K04431+K07209+K03019+K03020+K16198+K04430+K12646+K01116+K03174+K03875+K03012+K02580+K04498+K15978+K11406+K04441+K04440+K06751+K04734+K04730,583366
ko05200,Pathways in cancer,25814,21822,23594,31532,25908,81270,108588,67756,27132,28208,27338,103732,34946,26694,23108,28144,25242,26408,27210,26706,30658,28776,61928,37024,33014,37624,28966,26148,36170,47946,http://www.genome.jp/kegg-bin/show_pathway?ko05200+K04079+K01679+K04496+K04345+K06237+K04371+K00922+K01110+K04467+K07203+K06228+K06626+K03083+K08803+K07827+K03099+K05859+K08735+K09487+K19663+K04685+K08737+K06620+K02206+K02375+K04368+K05858+K04456+K02219+K07834+K06067+K03868+K04482+K09848+K04514+K07835+K04536+K04411+K08734+K09849+K03870+K03173+K02833+K03175+K07209+K02677+K06240+K16061+K02089+K01116+K03174+K08732+K09389+K08736+K03875+K02091+K02580+K08049+K04498+K05717+K05691+K04392+K04358+K08041+K04440+K04734+K08738+K05637+K05094,1159406
ko05202,Transcriptional misregulation in cancer,244,36,34,16,114,4312,7730,3478,20,54,282,8734,790,36,28,122,26,74,44,60,42,100,4740,1162,62,1432,100,36,1504,2854,http://www.genome.jp/kegg-bin/show_pathway?ko05202+K01394+K15624+K11253+K11459+K14651+K06067+K13098+K11644+K15623+K15627+K15621+K02211+K10500+K02580+K09186+K04650+K08854+K04728+K15188+K00069,38266
ko05203,Viral carcinogenesis,12196,9928,12418,14128,12868,62416,90044,45998,12566,12568,13482,84956,15922,12770,12266,11270,12008,11924,11010,11588,12752,12418,48334,21850,13640,23486,11680,12812,21418,31568,http://www.genome.jp/kegg-bin/show_pathway?ko05203+K00873+K03124+K03136+K10587+K03120+K06630+K04345+K04371+K00922+K02146+K06627+K03062+K16197+K06626+K09504+K06063+K05760+K05768+K11594+K07827+K15979+K15305+K03363+K04685+K10610+K02206+K06062+K03123+K16195+K02330+K11254+K02216+K06067+K11838+K11407+K11252+K02087+K09849+K03173+K02833+K03142+K16175+K16198+K10691+K02089+K04443+K03174+K03875+K02091+K02580+K11643+K03144+K11408+K04498+K11406+K15306+K04392+K06751+K04734,692284
ko05204,Chemical carcinogenesis,308,124,146,216,66,1344,2100,1074,198,230,276,1264,236,206,146,106,264,110,100,104,56,108,952,336,98,264,72,152,304,488,http://www.genome.jp/kegg-bin/show_pathway?ko05204+K00121+K00799+K15680+K00129+K00699+K00079+K04097+K01253+K13980+K00622,11448
ko05205,Proteoglycans in cancer,10284,8384,9090,11746,9478,67268,98266,46752,10466,10692,11262,90148,15652,10354,8742,9960,10156,9486,9150,9310,10666,10154,48202,19722,11606,20342,10076,10026,20320,31910,http://www.genome.jp/kegg-bin/show_pathway?ko05205+K03685+K06269+K02991+K04345+K05692+K04409+K04371+K00922+K10380+K07203+K05760+K07827+K03099+K05859+K19663+K06276+K04958+K01365+K04688+K02375+K04960+K04368+K11989+K05860+K04456+K03258+K07830+K04514+K02833+K07829+K04959+K04515+K02677+K07293+K01116+K04437+K16857+K05717+K04441+K17457+K04392+K12329+K06270+K06255,659670
ko05206,MicroRNAs in cancer,25252,23238,23642,29392,26288,63972,83798,59494,28648,30070,27440,73244,37050,27378,24574,28502,27752,28818,27412,24898,30446,30154,50246,35316,33922,33294,29998,23834,33430,42176,http://www.genome.jp/kegg-bin/show_pathway?ko05206+K00558+K01425+K05658+K02599+K12035+K07204+K06252+K10139+K01110+K17398+K20996+K07203+K12561+K06626+K07827+K05665+K03099+K05859+K19663+K06620+K11459+K11592+K11430+K04368+K04445+K04514+K17387+K11411+K10577+K02833+K18050+K07209+K02677+K01116+K09389+K02091+K02580+K04464+K10605+K16857+K04498+K04728+K05094,1063678
ko05210,Colorectal cancer,4,14,12,138,8,12972,18850,7284,32,18,32,18844,1596,112,2,48,28,16,12,2,10,8,9888,2118,6,2626,48,0,2506,5352,http://www.genome.jp/kegg-bin/show_pathway?ko05210+K04371+K00922+K03083+K07827+K08735+K08737+K04368+K04456+K08734+K08732+K08736+K04392+K04440+K08738,82586
ko05211,Renal cell carcinoma,2862,2734,1906,3186,3720,13200,17954,11320,3246,2288,2708,21792,5082,2246,1912,4842,2664,3658,3686,3474,3218,3990,10180,6808,4390,6132,4444,3734,5254,7338,http://www.genome.jp/kegg-bin/show_pathway?ko05211+K01679+K04409+K04371+K00922+K07827+K03099+K04368+K04353+K05735+K04456+K03868+K03870+K02833+K07293+K07836+K04410+K04498+K06277+K04392+K05733,169968
ko05212,Pancreatic cancer,12,8,10,4,8,10676,15972,6380,28,16,10,16128,1430,8,4,42,10,6,4,0,8,10,7796,1794,4,2306,44,0,1912,4334,http://www.genome.jp/kegg-bin/show_pathway?ko05212+K04371+K00922+K04467+K07827+K06620+K04368+K04456+K07834+K04482+K07835+K07209+K02089+K08732+K09389+K02091+K02580+K04392+K04440,68964
ko05213,Endometrial cancer,8,28,20,32,30,25364,40184,14664,24,22,22,38078,2528,44,8,84,16,48,16,6,12,22,16180,3878,50,4932,84,4,3894,8682,http://www.genome.jp/kegg-bin/show_pathway?ko05213+K04371+K00922+K01110+K03083+K07827+K03099+K06276+K04368+K04456+K08734+K02833+K06272+K05691,158964
ko05214,Glioma,26,54,26,8,10,34860,55272,18752,40,20,18,48478,3574,16,12,46,8,12,12,6,10,20,23150,4950,10,6774,50,0,5712,12372,http://www.genome.jp/kegg-bin/show_pathway?ko05214+K04371+K00922+K01110+K02183+K07203+K07827+K03099+K05859+K19663+K06620+K04368+K04456+K02833+K04515+K02677+K02089+K01116+K09389+K02091,214298
ko05215,Prostate cancer,22432,18852,21664,27868,21984,57350,76832,51720,23322,25600,24112,74390,28770,24048,21174,23156,22150,22674,23232,23008,27192,24632,44698,28836,28446,29964,24422,22252,28742,36442,http://www.genome.jp/kegg-bin/show_pathway?ko05215+K04079+K04371+K00922+K01110+K04467+K07203+K06626+K03083+K07827+K03099+K09487+K06276+K06620+K02206+K04368+K04456+K02833+K07209+K09389+K02580+K04498+K04734,929964
ko05216,Thyroid cancer,2,6,8,0,6,3898,5226,2734,8,10,4,5416,726,2,0,40,2,2,2,0,6,2,3530,666,2,892,42,0,910,1934,http://www.genome.jp/kegg-bin/show_pathway?ko05216+K04371+K07827+K04368+K02833,26076
ko05217,Basal cell carcinoma,2,4,12,6,2,6482,9758,3378,16,10,4,9220,738,0,4,0,2,10,2,14,4,6,4864,884,0,1128,4,14,1278,2496,http://www.genome.jp/kegg-bin/show_pathway?ko05217+K06228+K03083+K02375,40342
ko05218,Melanoma,8,16,14,6,10,17750,28244,10520,26,20,12,26044,1832,10,6,46,4,10,8,0,8,8,10740,2612,6,3404,46,0,2494,5878,http://www.genome.jp/kegg-bin/show_pathway?ko05218+K04371+K00922+K01110+K07827+K06620+K04368+K04456+K02833+K02089+K09389+K02091+K04358,109782
ko05219,Bladder cancer,330,68,122,150,32,4876,6554,3226,120,68,292,6006,932,208,140,282,138,258,98,40,64,72,4160,890,100,1410,144,18,1172,2292,http://www.genome.jp/kegg-bin/show_pathway?ko05219+K00758+K04371+K08803+K07827+K06620+K04368+K04445+K02833+K02089+K09389+K16857+K05094,34262
ko05220,Chronic myeloid leukemia,24,16,10,4,8,11010,16934,6450,22,16,30,18248,1392,8,2,64,4,6,4,0,8,18,7940,1884,4,2486,44,0,2020,4604,http://www.genome.jp/kegg-bin/show_pathway?ko05220+K04496+K04371+K00922+K04467+K07827+K03099+K06620+K04368+K04456+K06067+K02833+K07209+K02089+K07293+K09389+K02091+K02580+K04734,73260
ko05221,Acute myeloid leukemia,22,22,16,4,16,15934,25308,8434,32,18,16,24724,1556,8,8,640,4,8,6,2,14,18,10004,2366,14,3174,904,2,2248,5734,http://www.genome.jp/kegg-bin/show_pathway?ko05221+K04371+K00922+K04467+K07203+K07827+K03099+K04688+K04368+K04456+K02833+K07209+K02580,101256
ko05222,Small cell lung cancer,530,204,28,374,230,17900,28646,9948,576,310,494,24812,1556,306,24,230,400,110,292,204,234,168,9564,2416,232,3360,168,152,2250,5652,http://www.genome.jp/kegg-bin/show_pathway?ko05222+K06237+K00922+K01110+K04467+K06626+K04685+K06620+K02206+K04456+K02219+K09848+K01522+K09849+K03173+K03175+K07209+K06240+K16061+K02089+K03174+K09389+K03875+K02091+K02580+K05717+K02084+K04734+K08738+K05637,111370
ko05223,Non-small cell lung cancer,4,34,14,30,28,15066,23634,8632,22,16,12,24292,1704,34,4,80,4,38,10,4,12,22,9710,2366,48,3180,78,4,2328,5320,http://www.genome.jp/kegg-bin/show_pathway?ko05223+K04371+K00922+K07827+K03099+K05859+K19663+K06276+K06620+K04368+K04456+K01522+K04411+K02833+K02677+K02089+K01116+K09389+K02091,96730
ko05224,Breast cancer,96,58,28,38,30,33046,53548,17930,44,50,90,48598,2856,46,38,650,22,26,20,14,14,24,21226,4736,42,6248,910,2,4810,10972,http://www.genome.jp/kegg-bin/show_pathway?ko05224+K02599+K04371+K00922+K01110+K20996+K08957+K07203+K03083+K07827+K03099+K06620+K04688+K02375+K04368+K04456+K02833+K02089+K09389+K02091+K10605+K04358+K03068,206212
ko05230,Central carbon metabolism in cancer,27862,22140,25978,32828,27602,48310,60516,55844,30208,28230,30242,63922,29976,28650,25394,27844,27432,29354,28136,28628,32638,30616,46262,36344,34986,40572,29858,29316,37054,40574,http://www.genome.jp/kegg-bin/show_pathway?ko05230+K00850+K00873+K01834+K01425+K00036+K00844+K00161+K00162+K04371+K00922+K01110+K07203+K07827+K14634+K04368+K04456+K11416+K11413+K02833+K05094,1037316
ko05231,Choline metabolism in cancer,758,480,844,706,830,41504,65918,22286,1000,836,778,63478,4456,708,886,1240,1006,676,590,550,734,690,27246,7136,1022,8378,1670,664,6702,15220,http://www.genome.jp/kegg-bin/show_pathway?ko05231+K00901+K00968+K00889+K04371+K00922+K08202+K07203+K01115+K07827+K03099+K19663+K06276+K04688+K04368+K15377+K04456+K06515+K07208+K02833+K02677+K01116+K08732+K08199+K16342+K06128+K08200+K14387+K04392+K04440+K05747,278992
ko05310,Asthma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
ko05320,Autoimmune thyroid disease,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko05320+K06751+K05414,10
ko05321,Inflammatory bowel disease (IBD),0,0,0,0,0,44,24,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,56,0,0,2,0,0,30,108,http://www.genome.jp/kegg-bin/show_pathway?ko05321+K10165+K02580,314
ko05322,Systemic lupus erythematosus,4,12,4,6,8,5928,8586,4208,20,20,2,9546,928,32,10,8,36,12,14,2,6,8,6010,1244,18,1334,14,4,1954,4044,http://www.genome.jp/kegg-bin/show_pathway?ko05322+K11251+K11089+K11253+K11254+K11087+K11252+K11086+K11088+K03989,44022
ko05323,Rheumatoid arthritis,246,56,36,16,126,17990,25716,10568,56,64,292,21678,2468,20,46,124,26,76,54,60,38,98,13498,2988,72,3414,114,44,3686,8542,http://www.genome.jp/kegg-bin/show_pathway?ko05323+K01394+K02146+K02147+K02154+K02150+K02152+K02145+K01365+K02144+K03661+K14379+K02155+K01371+K02149+K02148+K02151+K05121,112212
ko05330,Allograft rejection,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko05330+K06751,6
ko05332,Graft-versus-host disease,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko05332+K06751,6
ko05340,Primary immunodeficiency,7236,5982,7162,8904,7578,7032,6022,9064,7258,8502,7982,7618,8810,8146,6422,7674,6966,7854,7792,7960,9040,8072,8772,7570,9820,8070,8454,7622,9140,9138,http://www.genome.jp/kegg-bin/show_pathway?ko05340+K03648+K01488+K07370+K05654+K06478+K05653,237662
ko05410,Hypertrophic cardiomyopathy (HCM),244,312,188,206,100,52452,86158,26004,148,446,318,90954,3106,168,186,172,86,192,130,170,148,216,18372,5436,90,6082,180,152,4364,10130,http://www.genome.jp/kegg-bin/show_pathway?ko05410+K12567+K05692+K07198+K01283+K10366+K04962+K07199+K12314+K04851+K07200+K04857+K04853,306910
ko05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),6,196,2,8,0,4536,7794,3678,30,352,6,6384,606,8,2,4,12,2,8,4,2,6,3020,772,4,698,2,0,948,2086,http://www.genome.jp/kegg-bin/show_pathway?ko05412+K05692+K10366+K04962+K04851+K04857+K04853+K05691,31176
ko05414,Dilated cardiomyopathy,24,254,38,108,14,20622,30522,11796,46,390,16,26912,2408,76,16,24,28,130,28,34,26,172,12560,3418,24,3208,16,42,3832,7650,http://www.genome.jp/kegg-bin/show_pathway?ko05414+K12567+K04345+K05692+K10366+K04962+K12314+K04851+K04857+K04853+K08049+K08041,124434
ko05416,Viral myocarditis,6,22,2,0,0,4750,8144,3182,20,6,8,6976,594,10,2,6,8,2,10,4,2,10,3264,788,4,768,2,0,974,2256,http://www.genome.jp/kegg-bin/show_pathway?ko05416+K05692+K10366+K03260+K04392+K06751+K08738,31820
ko05418,Fluid shear stress and atherosclerosis,42288,34720,41406,51884,42550,101676,139576,85532,44542,47528,46262,149340,46436,45240,40680,43570,42146,42826,43852,42934,50856,45750,68764,48896,53738,47472,46072,43596,49694,58120,http://www.genome.jp/kegg-bin/show_pathway?ko05418+K04079+K01940+K03671+K00355+K05692+K07198+K00799+K00922+K04427+K04467+K02183+K20607+K09487+K01365+K04456+K21278+K14381+K12160+K09260+K04431+K07209+K10456+K04430+K18952+K02580+K04464+K04441+K04392+K04440,1687946
